,Unnamed: 0,lyric,line,track_title,album,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,Without Stopwords,With Lemmatization,Without Stopwords and With Lemmatization,Lowercase and Expanded Contraction
170,170,"Oh, because it is not his price to pay",21,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,oh price pay,oh because it be not his price to pay,oh price pay,oh because it is not his price to pay
171,171,Not his price to pay,22,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,price pay,not his price to pay,price pay,not his price to pay
172,172,you are tied together with a smile,47,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,tied together smile,you be tie together with a smile,tie together smile,you are tied together with a smile
173,173,But you are coming undone oh,48,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,coming undone oh,but you be come undone oh,come undone oh,but you are coming undone oh
174,174,"Goodbye, baby",49,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,goodbye baby,goodbye baby,goodbye baby,goodbye baby
175,175,"With a smile, baby, baby",50,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,smile baby baby,with a smile baby baby,smile baby baby,with a smile baby baby
176,176,Cory's eyes are like a jungle,1,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,cory eyes like jungle,cory s eye be like a jungle,cory eye like jungle,cory s eyes are like a jungle
177,177,"He smiles, it is like the radio",2,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,smiles like radio,he smile it be like the radio,smile like radio,he smiles it is like the radio
178,178,He whispers songs into my window,3,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,whispers songs window,he whisper song into my window,whisper song window,he whispers songs into my window
179,179,In words that nobody knows,4,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,words nobody knows,in word that nobody know,word nobody know,in words that nobody knows
180,180,These pretty girls on every corner,5,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,pretty girls every corner,these pretty girl on every corner,pretty girl every corner,these pretty girls on every corner
181,181,They watch him as he is walking home,6,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,watch walking home,they watch him a he be walk home,watch walk home,they watch him as he is walking home
182,182,"Saying, ""Does he know?""",7,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,saying know,say do he know,say know,saying does he know
183,183,Will you ever know?,8,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,ever know,will you ever know,ever know,will you ever know
184,184,you are beautiful,9,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,beautiful,you be beautiful,beautiful,you are beautiful
185,185,Every little piece love,10,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,every little piece love,every little piece love,every little piece love,every little piece love
186,186,And do not you know,11,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,know,and do not you know,know,and do not you know
187,187,you are really going to be someone,12,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,really going someone,you be really go to be someone,really go someone,you are really going to be someone
188,188,Ask anyone,13,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,ask anyone,ask anyone,ask anyone,ask anyone
189,189,And when you find everything you looked for,14,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,find everything looked,and when you find everything you look for,find everything look,and when you find everything you looked for
190,190,I hope your life will lead you back to my door,15,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,hope life lead back door,i hope your life will lead you back to my door,hope life lead back door,i hope your life will lead you back to my door
191,191,"Oh, but if it do not",16,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,oh,oh but if it do not,oh,oh but if it do not
192,192,Stay beautiful,17,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,stay beautiful,stay beautiful,stay beautiful,stay beautiful
193,193,Cory finds another way to be,18,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,cory finds another way,cory find another way to be,cory find another way,cory finds another way to be
194,194,The highlight of my day,19,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,highlight day,the highlight of my day,highlight day,the highlight of my day
195,195,I am taking pictures in my mind,20,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,taking pictures mind,i be take picture in my mind,take picture mind,i am taking pictures in my mind
196,196,So I can save them for a rainy day,21,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,save rainy day,so i can save them for a rainy day,save rainy day,so i can save them for a rainy day
197,197,it is hard to make a conversation,22,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,hard make conversation,it be hard to make a conversation,hard make conversation,it is hard to make a conversation
198,198,When he is taking my breath away,23,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,taking breath away,when he be take my breath away,take breath away,when he is taking my breath away
199,199,"I should say, hey, by the way",24,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,say hey way,i should say hey by the way,say hey way,i should say hey by the way
200,200,If you and I are a story,34,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,story,if you and i be a story,story,if you and i are a story
201,201,That never gets told,35,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,never gets told,that never get tell,never get tell,that never gets told
202,202,If what you are is a daydream,36,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,daydream,if what you be be a daydream,daydream,if what you are is a daydream
203,203,I will never get to hold,37,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,never get hold,i will never get to hold,never get hold,i will never get to hold
204,204,At least you will know,38,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,least know,at least you will know,least know,at least you will know
205,205,I hope your life will lead you back to my front door,45,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,hope life lead back front door,i hope your life will lead you back to my front door,hope life lead back front door,i hope your life will lead you back to my front door
206,206,Will you stay,47,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,stay,will you stay,stay,will you stay
207,207,"Beautiful, beautiful, beautiful?",48,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,beautiful beautiful beautiful,beautiful beautiful beautiful,beautiful beautiful beautiful,beautiful beautiful beautiful
208,208,La la la,50,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,la la la,la la la,la la la,la la la
209,209,"Oh, oh, oh, oh",51,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,oh oh oh oh,oh oh oh oh,oh oh oh oh,oh oh oh oh
210,210,"Na, na, na, na, na",55,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597,na na na na na,na na na na na,na na na na na,na na na na na
211,211,it is strange to think the songs we used to sing,1,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,strange think songs used sing,it be strange to think the song we use to sing,strange think song use sing,it is strange to think the songs we used to sing
212,212,"The smiles, the flowers, everything is gone",2,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,smiles flowers everything gone,the smile the flower everything be go,smile flower everything go,the smiles the flowers everything is gone
213,213,Yesterday I found out about you,3,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,yesterday found,yesterday i find out about you,yesterday find,yesterday i found out about you
214,214,Even now just looking at you: feels wrong,4,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,even looking feels wrong,even now just look at you feel wrong,even look feel wrong,even now just looking at you feels wrong
215,215,"You say that you would take it all back, given one chance",5,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,say would take back given one chance,you say that you would take it all back give one chance,say would take back give one chance,you say that you would take it all back given one chance
216,216,"It was a moment of weakness and you said, ""Yes""",6,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,moment weakness said yes,it be a moment of weakness and you say yes,moment weakness say yes,it was a moment of weakness and you said yes
217,217,"You should have said, ""No"", you should have gone home",7,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,said gone home,you should have say no you should have go home,say go home,you should have said no you should have gone home
218,218,You should have thought twice 'fore you let it all go,8,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,thought twice fore let go,you should have think twice fore you let it all go,think twice fore let go,you should have thought twice fore you let it all go
219,219,"You should have know that word, 'bout what you did with her",9,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,know word bout,you should have know that word bout what you do with her,know word bout,you should have know that word bout what you did with her
220,220,Get back to me (get back to me),10,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,get back get back,get back to me get back to me,get back get back,get back to me get back to me
221,221,"And I should have been there, in the back of your mind",11,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,back mind,and i should have be there in the back of your mind,back mind,and i should have been there in the back of your mind
222,222,"I should not be asking myself, ""Why?""",12,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,asking,i should not be ask myself why,ask,i should not be asking myself why
223,223,You should not be begging for forgiveness at my feet,13,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,begging forgiveness feet,you should not be beg for forgiveness at my foot,beg forgiveness foot,you should not be begging for forgiveness at my feet
224,224,"You should have said no, baby, and you might still have me",14,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,said baby might still,you should have say no baby and you might still have me,say baby might still,you should have said no baby and you might still have me
225,225,You can see that I have been crying,15,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,see crying,you can see that i have be cry,see cry,you can see that i have been crying
226,226,Baby you know all the right things to say,16,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,baby know right things say,baby you know all the right thing to say,baby know right thing say,baby you know all the right things to say
227,227,But do you honestly expect me to believe,17,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,honestly expect believe,but do you honestly expect me to believe,honestly expect believe,but do you honestly expect me to believe
228,228,We could ever be the same?,18,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,could ever,we could ever be the same,could ever,we could ever be the same
229,229,"You say that the past is the past, you need one chance",19,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,say past past need one chance,you say that the past be the past you need one chance,say past past need one chance,you say that the past is the past you need one chance
230,230,I cannot resist,29,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,cannot resist,i cannot resist,cannot resist,i cannot resist
231,231,Before you go tell me this,30,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,go tell,before you go tell me this,go tell,before you go tell me this
232,232,Was it worth it?,31,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,worth,be it worth it,worth,was it worth it
233,233,Was she worth this?,32,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,worth,be she worth this,worth,was she worth this
234,234,"No no, no, no",33,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,0.472,167.96400000000003,,no no no no,,no no no no
235,235,"She said, I was seven and you were nine",1,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,said seven nine,she say i be seven and you be nine,say seven nine,she said i was seven and you were nine
236,236,I looked at you like the stars that shined,2,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,looked like stars shined,i look at you like the star that shin,look like star shin,i looked at you like the stars that shined
237,237,"In the sky, the pretty lights",3,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,sky pretty lights,in the sky the pretty light,sky pretty light,in the sky the pretty lights
238,238,And our daddies used to joke about the two of us,4,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,daddies used joke two us,and our daddy use to joke about the two of u,daddy use joke two u,and our daddies used to joke about the two of us
239,239,Growing up and falling in love and our mamas smiled,5,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,growing falling love mamas smiled,grow up and fall in love and our mama smile,grow fall love mama smile,growing up and falling in love and our mamas smiled
240,240,And rolled their eyes and said oh my my my,6,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,rolled eyes said oh,and roll their eye and say oh my my my,roll eye say oh,and rolled their eyes and said oh my my my
241,241,Take me back to the house in the backyard tree,7,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,take back house backyard tree,take me back to the house in the backyard tree,take back house backyard tree,take me back to the house in the backyard tree
242,242,"Said you would beat me up, you were bigger than me",8,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,said would beat bigger,say you would beat me up you be big than me,say would beat big,said you would beat me up you were bigger than me
243,243,"You never did, you never did",9,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,never never,you never do you never do,never never,you never did you never did
244,244,Take me back when our world was one block wide,10,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,take back world one block wide,take me back when our world be one block wide,take back world one block wide,take me back when our world was one block wide
245,245,I dared you to kiss me and ran when you tried,11,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,dared kiss ran tried,i dare you to kiss me and run when you try,dare kiss run try,i dared you to kiss me and ran when you tried
246,246,"Just two kids, you and I",12,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,two kids,just two kid you and i,two kid,just two kids you and i
247,247,Oh my my my my,13,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,oh,oh my my my my,oh,oh my my my my
248,248,"Well, I was sixteen when suddenly",14,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,well sixteen suddenly,well i be sixteen when suddenly,well sixteen suddenly,well i was sixteen when suddenly
249,249,I was not that little girl you used to see,15,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,little girl used see,i be not that little girl you use to see,little girl use see,i was not that little girl you used to see
250,250,But your eyes still shined like pretty lights,16,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,eyes still shined like pretty lights,but your eye still shin like pretty light,eye still shin like pretty light,but your eyes still shined like pretty lights
251,251,They never believed we would really fall in love,18,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,never believed would really fall love,they never believe we would really fall in love,never believe would really fall love,they never believed we would really fall in love
252,252,And our mamas smiled and rolled their eyes,19,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,mamas smiled rolled eyes,and our mama smile and roll their eye,mama smile roll eye,and our mamas smiled and rolled their eyes
253,253,And said oh my my my,20,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,said oh,and say oh my my my,say oh,and said oh my my my
254,254,Take me back to the creek beds we turned up,21,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,take back creek beds turned,take me back to the creek bed we turn up,take back creek bed turn,take me back to the creek beds we turned up
255,255,Two A.M. riding in your truck and all I need is you next to me,22,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,two riding truck need next,two a m rid in your truck and all i need be you next to me,two rid truck need next,two a m riding in your truck and all i need is you next to me
256,256,Take me back to the time we had our very first fight,23,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,take back time first fight,take me back to the time we have our very first fight,take back time first fight,take me back to the time we had our very first fight
257,257,The slamming of doors instead of kissing goodnight,24,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,slamming doors instead kissing goodnight,the slamming of door instead of kiss goodnight,slamming door instead kiss goodnight,the slamming of doors instead of kissing goodnight
258,258,You stayed outside till the morning light,25,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,stayed outside till morning light,you stay outside till the morning light,stay outside till morning light,you stayed outside till the morning light
259,259,A few years had gone and come around,27,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,years gone come around,a few year have go and come around,year go come around,a few years had gone and come around
260,260,We were sitting at our favorite spot in town,28,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,sitting favorite spot town,we be sit at our favorite spot in town,sit favorite spot town,we were sitting at our favorite spot in town
261,261,"And you looked at me, got down on one knee",29,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,looked got one knee,and you look at me get down on one knee,look get one knee,and you looked at me got down on one knee
262,262,Take me back to the time when we walked down the aisle,30,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,take back time walked aisle,take me back to the time when we walk down the aisle,take back time walk aisle,take me back to the time when we walked down the aisle
263,263,Our whole town came and our mamas cried,31,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,whole town came mamas cried,our whole town come and our mama cry,whole town come mama cry,our whole town came and our mamas cried
264,264,You said I do and I did too,32,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,said,you say i do and i do too,say,you said i do and i did too
265,265,Take me home where we met so many years before,33,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,take home met many years,take me home where we meet so many year before,take home meet many year,take me home where we met so many years before
266,266,we will rock our babies on that very front porch,34,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,rock babies front porch,we will rock our baby on that very front porch,rock baby front porch,we will rock our babies on that very front porch
267,267,"After all this time, you and I",35,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,time,after all this time you and i,time,after all this time you and i
268,268,I will be eighty-seven; you will be eighty-nine,36,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,eighty seven eighty nine,i will be eighty seven you will be eighty nine,eighty seven eighty nine,i will be eighty seven you will be eighty nine
269,269,I will still look at you like the stars that shine,37,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,still look like stars shine,i will still look at you like the star that shine,still look like star shine,i will still look at you like the stars that shine
270,270,"In the sky, oh my my my",38,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9,sky oh,in the sky oh my my my,sky oh,in the sky oh my my my
271,271,I was riding shotgun with my hair undone,1,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,riding shotgun hair undone,i be rid shotgun with my hair undone,rid shotgun hair undone,i was riding shotgun with my hair undone
272,272,In the front seat of his car,2,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,front seat car,in the front seat of his car,front seat car,in the front seat of his car
273,273,he is got a one-hand feel on the steering wheel,3,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,got one hand feel steering wheel,he be get a one hand feel on the steering wheel,get one hand feel steering wheel,he is got a one hand feel on the steering wheel
274,274,The other on my heart,4,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,heart,the other on my heart,heart,the other on my heart
275,275,"I look around, turn the radio down",5,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,look around turn radio,i look around turn the radio down,look around turn radio,i look around turn the radio down
276,276,"He says, ""Baby is something wrong?""",6,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,says baby something wrong,he say baby be something wrong,say baby something wrong,he says baby is something wrong
277,277,"I say, ""Nothing, I was just thinking",7,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,say nothing thinking,i say nothing i be just think,say nothing think,i say nothing i was just thinking
278,278,"How we do not have a song""",8,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,song,how we do not have a song,song,how we do not have a song
279,279,And he says,9,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,says,and he say,say,and he says
280,280,Our song is the slamming screen door,10,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,song slamming screen door,our song be the slam screen door,song slam screen door,our song is the slamming screen door
