,Unnamed: 0,lyric,line,track_title,album,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,Without Stopwords,With Lemmatization,Without Stopwords and With Lemmatization,Lowercase and Expanded Contraction
1371,1371,Tell them how I hope they shine,51,Long Live,Speak Now (Deluxe Package),2010-01-01,317960,47,0.412,0.0426,0.682,7.47e-05,0.106,-4.319,0.0339,0.146,203.959,tell hope shine,tell them how i hope they shine,tell hope shine,tell them how i hope they shine
1372,1372,"I had the time of my life, with you",53,Long Live,Speak Now (Deluxe Package),2010-01-01,317960,47,0.412,0.0426,0.682,7.47e-05,0.106,-4.319,0.0339,0.146,203.959,time life,i have the time of my life with you,time life,i had the time of my life with you
1373,1373,"Long, long live the walls we crashed through",54,Long Live,Speak Now (Deluxe Package),2010-01-01,317960,47,0.412,0.0426,0.682,7.47e-05,0.106,-4.319,0.0339,0.146,203.959,long long live walls crashed,long long live the wall we crash through,long long live wall crash,long long live the walls we crashed through
1374,1374,"Singing, long live all the mountains we moved",59,Long Live,Speak Now (Deluxe Package),2010-01-01,317960,47,0.412,0.0426,0.682,7.47e-05,0.106,-4.319,0.0339,0.146,203.959,singing long live mountains moved,sing long live all the mountain we move,sing long live mountain move,singing long live all the mountains we moved
1375,1375,"And long, long live that look on your face",61,Long Live,Speak Now (Deluxe Package),2010-01-01,317960,47,0.412,0.0426,0.682,7.47e-05,0.106,-4.319,0.0339,0.146,203.959,long long live look face,and long long live that look on your face,long long live look face,and long long live that look on your face
1376,1376,Elevator buttons and morning air,1,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,elevator buttons morning air,elevator button and morning air,elevator button morning air,elevator buttons and morning air
1377,1377,Strangers' silence makes me want to take the stairs,2,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,strangers silence makes want take stairs,stranger silence make me want to take the stair,stranger silence make want take stair,strangers silence makes me want to take the stairs
1378,1378,If you were here we would laugh about their vacant stares,3,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,would laugh vacant stares,if you be here we would laugh about their vacant stare,would laugh vacant stare,if you were here we would laugh about their vacant stares
1379,1379,But right now my time is theirs,4,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,right time,but right now my time be theirs,right time,but right now my time is theirs
1380,1380,Seems like there is always someone who disapproves,5,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,seems like always someone disapproves,seem like there be always someone who disapprove,seem like always someone disapprove,seems like there is always someone who disapproves
1381,1381,they will judge it like they know about me and you,6,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,judge like know,they will judge it like they know about me and you,judge like know,they will judge it like they know about me and you
1382,1382,And the verdict comes from those with nothing else to do,7,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,verdict comes nothing else,and the verdict come from those with nothing else to do,verdict come nothing else,and the verdict comes from those with nothing else to do
1383,1383,"The jury's out, but my choice is you",8,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,jury choice,the jury s out but my choice be you,jury choice,the jury s out but my choice is you
1384,1384,So do not you worry your pretty little mind,9,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,worry pretty little mind,so do not you worry your pretty little mind,worry pretty little mind,so do not you worry your pretty little mind
1385,1385,People throw rocks at things that shine,10,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,people throw rocks things shine,people throw rock at thing that shine,people throw rock thing shine,people throw rocks at things that shine
1386,1386,And life makes love look hard,11,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,life makes love look hard,and life make love look hard,life make love look hard,and life makes love look hard
1387,1387,"The stakes are high, the water's rough",12,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,stakes high water rough,the stake be high the water s rough,stake high water rough,the stakes are high the water s rough
1388,1388,But this love is ours,13,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,love,but this love be ours,love,but this love is ours
1389,1389,You never know what people have up their sleeves,14,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,never know people sleeves,you never know what people have up their sleeve,never know people sleeve,you never know what people have up their sleeves
1390,1390,Ghosts from your past going to jump out at me,15,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,ghosts past going jump,ghost from your past go to jump out at me,ghost past go jump,ghosts from your past going to jump out at me
1391,1391,Lurking in the shadows with their lip gloss smiles,16,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,lurking shadows lip gloss smiles,lurk in the shadow with their lip gloss smile,lurk shadow lip gloss smile,lurking in the shadows with their lip gloss smiles
1392,1392,But I do not care because right now you are mine,17,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,care right mine,but i do not care because right now you be mine,care right mine,but i do not care because right now you are mine
1393,1393,And you will say,18,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,say,and you will say,say,and you will say
1394,1394,do not you worry your pretty little mind,19,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,worry pretty little mind,do not you worry your pretty little mind,worry pretty little mind,do not you worry your pretty little mind
1395,1395,And it is not theirs to speculate if it is wrong,24,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,speculate wrong,and it be not theirs to speculate if it be wrong,speculate wrong,and it is not theirs to speculate if it is wrong
1396,1396,"And your hands are tough, but they are where mine belong",25,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,hands tough mine belong,and your hand be tough but they be where mine belong,hand tough mine belong,and your hands are tough but they are where mine belong
1397,1397,And I will fight their doubt and give you faith,26,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,fight doubt give faith,and i will fight their doubt and give you faith,fight doubt give faith,and i will fight their doubt and give you faith
1398,1398,With this song for you,27,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,song,with this song for you,song,with this song for you
1399,1399,because I love the gap between your teeth,28,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,love gap teeth,because i love the gap between your teeth,love gap teeth,because i love the gap between your teeth
1400,1400,And I love the riddles that you speak,29,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,love riddles speak,and i love the riddle that you speak,love riddle speak,and i love the riddles that you speak
1401,1401,And any snide remarks from my father about your tattoos will be ignored,30,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,snide remarks father tattoos ignored,and any snide remark from my father about your tattoo will be ignore,snide remark father tattoo ignore,and any snide remarks from my father about your tattoos will be ignored
1402,1402,because my heart is yours,31,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,heart,because my heart be yours,heart,because my heart is yours
1403,1403,But they cannot take what is ours,37,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,cannot take,but they cannot take what be ours,cannot take,but they cannot take what is ours
1404,1404,They cannot take what is ours,38,Ours,Speak Now (Deluxe Package),2010-01-01,238173,55,0.61,0.505,0.556,0.0,0.0851,-7.369,0.0285,0.192,159.838,cannot take,they cannot take what be ours,cannot take,they cannot take what is ours
1405,1405,Last night I heard my own heart beating,1,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,last night heard heart beating,last night i hear my own heart beating,last night hear heart beating,last night i heard my own heart beating
1406,1406,Sounded like footsteps on my stairs,2,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,sounded like footsteps stairs,sound like footstep on my stair,sound like footstep stair,sounded like footsteps on my stairs
1407,1407,Six months gone and I am still reaching,3,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,six months gone still reaching,six month go and i be still reach,six month go still reach,six months gone and i am still reaching
1408,1408,Even though I know you are not there,4,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,even though know,even though i know you be not there,even though know,even though i know you are not there
1409,1409,"I was playing back a thousand memories, baby",5,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,playing back thousand memories baby,i be play back a thousand memory baby,play back thousand memory baby,i was playing back a thousand memories baby
1410,1410,Thinkin' 'bout everything we have been through,6,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,thinkin bout everything,thinkin bout everything we have be through,thinkin bout everything,thinkin bout everything we have been through
1411,1411,Maybe I have been going back too much lately,7,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,maybe going back much lately,maybe i have be go back too much lately,maybe go back much lately,maybe i have been going back too much lately
1412,1412,When time stood still and I had you,8,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,time stood still,when time stand still and i have you,time stand still,when time stood still and i had you
1413,1413,"Come back, come back, come back to me like",9,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,come back come back come back like,come back come back come back to me like,come back come back come back like,come back come back come back to me like
1414,1414,"You would, you would if this was a movie",10,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,would would movie,you would you would if this be a movie,would would movie,you would you would if this was a movie
1415,1415,Stand in the rain outside till I came out,11,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,stand rain outside till came,stand in the rain outside till i come out,stand rain outside till come,stand in the rain outside till i came out
1416,1416,"You could, you could if you just said you are sorry",13,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,could could said sorry,you could you could if you just say you be sorry,could could say sorry,you could you could if you just said you are sorry
1417,1417,I know that we could work it out somehow,14,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,know could work somehow,i know that we could work it out somehow,know could work somehow,i know that we could work it out somehow
1418,1418,But if this was a movie you would be here by now,15,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,movie would,but if this be a movie you would be here by now,movie would,but if this was a movie you would be here by now
1419,1419,I know people change and these things happen,16,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,know people change things happen,i know people change and these thing happen,know people change thing happen,i know people change and these things happen
1420,1420,But I remember how it was back then,17,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,remember back,but i remember how it be back then,remember back,but i remember how it was back then
1421,1421,Wrapped up in your arms and our friends were laughing,18,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,wrapped arms friends laughing,wrap up in your arm and our friend be laugh,wrap arm friend laugh,wrapped up in your arms and our friends were laughing
1422,1422,because nothing like this ever happened to them,19,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,nothing like ever happened,because nothing like this ever happen to them,nothing like ever happen,because nothing like this ever happened to them
1423,1423,"Now I am pacing down the hall, chasing down your street",20,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,pacing hall chasing street,now i be pace down the hall chase down your street,pace hall chase street,now i am pacing down the hall chasing down your street
1424,1424,Flashback to the night when you said to me,21,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,flashback night said,flashback to the night when you say to me,flashback night say,flashback to the night when you said to me
1425,1425,"""Nothing's going to change, not for me and you""",22,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,nothing going change,nothing s go to change not for me and you,nothing go change,nothing s going to change not for me and you
1426,1426,Not before I knew how much I had to lose,23,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,knew much lose,not before i know how much i have to lose,know much lose,not before i knew how much i had to lose
1427,1427,"If you are out there, if you are somewhere, if you are moving on",31,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,somewhere moving,if you be out there if you be somewhere if you be move on,somewhere move,if you are out there if you are somewhere if you are moving on
1428,1428,I have been waiting for you ever since you have been gone,32,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,waiting ever since gone,i have be wait for you ever since you have be go,wait ever since go,i have been waiting for you ever since you have been gone
1429,1429,I just want it back the way it was before,33,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,want back way,i just want it back the way it be before,want back way,i just want it back the way it was before
1430,1430,And I just want to see you back at my front door,34,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,want see back front door,and i just want to see you back at my front door,want see back front door,and i just want to see you back at my front door
1431,1431,"And I say ""Come back, come back, come back to me like",35,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,say come back come back come back like,and i say come back come back come back to me like,say come back come back come back like,and i say come back come back come back to me like
1432,1432,You would before you said it is not that easy,36,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,would said easy,you would before you say it be not that easy,would say easy,you would before you said it is not that easy
1433,1433,"Before the fight, before I locked you out""",37,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,fight locked,before the fight before i lock you out,fight lock,before the fight before i locked you out
1434,1434,But I take it all back now,38,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,take back,but i take it all back now,take back,but i take it all back now
1435,1435,you would be here by now,46,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,would,you would be here by now,would,you would be here by now
1436,1436,it is not the kind of ending you want to see now,47,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,kind ending want see,it be not the kind of end you want to see now,kind end want see,it is not the kind of ending you want to see now
1437,1437,"Baby, what about the ending?",48,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,baby ending,baby what about the end,baby end,baby what about the ending
1438,1438,"Oh, I thought you would be here by now",49,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,oh thought would,oh i think you would be here by now,oh think would,oh i thought you would be here by now
1439,1439,Thought you would be here by now,50,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,234546,52,0.515,0.154,0.7240000000000001,4.05e-06,0.269,-3.498,0.0267,0.257,147.78799999999995,thought would,thought you would be here by now,thought would,thought you would be here by now
1440,1440,"Tall, dark, and superman",1,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,tall dark superman,tall dark and superman,tall dark superman,tall dark and superman
1441,1441,He puts papers in his briefcase and drives away,2,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,puts papers briefcase drives away,he put paper in his briefcase and drive away,put paper briefcase drive away,he puts papers in his briefcase and drives away
1442,1442,To save the world or go to work,3,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,save world go work,to save the world or go to work,save world go work,to save the world or go to work
1443,1443,it is the same thing to me,4,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,thing,it be the same thing to me,thing,it is the same thing to me
1444,1444,"he is got his mother's eyes, his father's ambition",5,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,got mother eyes father ambition,he be get his mother s eye his father s ambition,get mother eye father ambition,he is got his mother s eyes his father s ambition
1445,1445,I wonder if he knows how much that I miss him,6,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,wonder knows much miss,i wonder if he know how much that i miss him,wonder know much miss,i wonder if he knows how much that i miss him
1446,1446,"I hang on every word you say, yay",7,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,hang every word say yay,i hang on every word you say yay,hang every word say yay,i hang on every word you say yay
1447,1447,"And you smile and say, ""How are you?",8,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,smile say,and you smile and say how be you,smile say,and you smile and say how are you
1448,1448,"I say, ""Just fine""",9,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,say fine,i say just fine,say fine,i say just fine
1449,1449,"I always forget to tell you, I love you, I love you forever",10,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,always forget tell love love forever,i always forget to tell you i love you i love you forever,always forget tell love love forever,i always forget to tell you i love you i love you forever
1450,1450,I watch superman fly away,11,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,watch superman fly away,i watch superman fly away,watch superman fly away,i watch superman fly away
1451,1451,you have got a busy day today,12,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,got busy day today,you have get a busy day today,get busy day today,you have got a busy day today
1452,1452,"Go save the world, I will be around",13,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,go save world around,go save the world i will be around,go save world around,go save the world i will be around
1453,1453,Come back I will be with you someday,15,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,come back someday,come back i will be with you someday,come back someday,come back i will be with you someday
1454,1454,I will be right here on the ground,16,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,right ground,i will be right here on the ground,right ground,i will be right here on the ground
1455,1455,When you come back down,17,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,come back,when you come back down,come back,when you come back down
1456,1456,"Tall, dark and beautiful",18,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,tall dark beautiful,tall dark and beautiful,tall dark beautiful,tall dark and beautiful
1457,1457,"he is complicated, he is irrational",19,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,complicated irrational,he be complicate he be irrational,complicate irrational,he is complicated he is irrational
1458,1458,"But I hope someday you will take me away and save the day, yeah",20,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,hope someday take away save day yeah,but i hope someday you will take me away and save the day yeah,hope someday take away save day yeah,but i hope someday you will take me away and save the day yeah
1459,1459,Something in his deep brown eyes has me sayin',21,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,something deep brown eyes sayin,something in his deep brown eye have me sayin,something deep brown eye sayin,something in his deep brown eyes has me sayin
1460,1460,he is not all bad like his reputation,22,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,bad like reputation,he be not all bad like his reputation,bad like reputation,he is not all bad like his reputation
1461,1461,And I cannot hear one single word they say,23,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,cannot hear one single word say,and i cannot hear one single word they say,cannot hear one single word say,and i cannot hear one single word they say
1462,1462,"And you will leave, got places to be and I will be OK",24,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,leave got places ok,and you will leave get place to be and i will be ok,leave get place ok,and you will leave got places to be and i will be ok
1463,1463,"I always forget to tell you I love you, I loved you from the very first day",25,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,always forget tell love loved first day,i always forget to tell you i love you i love you from the very first day,always forget tell love love first day,i always forget to tell you i love you i loved you from the very first day
1464,1464,And I watch you fly around the world,33,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,watch fly around world,and i watch you fly around the world,watch fly around world,and i watch you fly around the world
1465,1465,And I hope you do not save some other girl,34,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,hope save girl,and i hope you do not save some other girl,hope save girl,and i hope you do not save some other girl
1466,1466,"do not forget, do not forget about me",35,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,forget forget,do not forget do not forget about me,forget forget,do not forget do not forget about me
1467,1467,I am far away but I never let you go,36,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,far away never let go,i be far away but i never let you go,far away never let go,i am far away but i never let you go
1468,1468,I am love-struck and looking out the window,37,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,love struck looking window,i be love struck and look out the window,love struck look window,i am love struck and looking out the window
1469,1469,"do not forget, do not forget where I will be",38,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,forget forget,do not forget do not forget where i will be,forget forget,do not forget do not forget where i will be
1470,1470,Right here wishing the flowers were from you,39,Superman,Speak Now (Deluxe Package),2010-01-01,276266,47,0.5820000000000001,0.0187,0.8170000000000001,1.94e-06,0.101,-3.718,0.0337,0.547,131.983,right wishing flowers,right here wish the flower be from you,right wish flower,right here wishing the flowers were from you
