,lyric,line,track_title,album,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
2269,We're a crooked love,17,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2270,In a straight line down,18,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2271,Makes you want to run and hide,19,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2272,Then it makes you turn right back around,20,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2273,I wish we could go back,28,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2274,"And remember what we were fighting for, and I",29,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2275,"I miss you too much to be mad anymore, and I",31,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2276,"(I, I, I-I, I, I, I wish I, wish I)",35,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2277,"(I, I, I-I, I, I, I wish I, wish I) x7",37,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2278,You always knew how to push my buttons,38,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2279,You give me everything and nothing,39,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2280,This mad mad love makes you come running,40,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2281,Stand back where you stood,41,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2282,"I wish you would, I wish you would",42,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2283,"(I wish you would, I wish you would)",43,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2284,"2:00 AM, here we are",46,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2285,"See your face, hear my voice in the dark",47,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2286,Makes you wanna run and hide,50,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2287,But it made us turn right back around,51,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2288,"Wish I never hung up the phone like I did, I",53,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2289,"(I, I, I-I, I, I, I wish I, wish I) x8",73,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2290,"(I wish you would, I wish you would, I wish you would)",81,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2291,(I wish you would),82,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2292,"'Cause baby, now we've got bad blood",1,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2293,You know it used to be mad love,2,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2294,So take a look what you've done,3,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2295,"'Cause baby, now we've got bad blood, hey",4,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2296,Now we've got problems,5,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2297,And I don't think we can solve 'em,6,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2298,You made a really deep cut,7,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2299,"And baby, now we've got bad blood, hey!",8,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2300,Did you have to do this?,9,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2301,I was thinking that you could be trusted,10,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2302,Did you have to ruin what was shiny?,11,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2303,Now it's all rusted,12,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2304,Did you have to hit me where I'm weak?,13,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2305,"Baby, I couldn't breathe",14,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2306,And rub it in so deep,15,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2307,Salt in the wound like you're laughing right at me,16,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2308,"Oh, it's so sad to",17,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2309,Think about the good times,18,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2310,You and I,19,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2311,Did you think we'd be fine?,28,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2312,Still got scars in my back from your knives,29,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2313,So don't think it's in the past,30,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2314,These kind of wounds they last and they last,31,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2315,"Now, did you think it all through?",32,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2316,All these things will catch up to you,33,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2317,"And time can heal, but this won't",34,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2318,So if you come in my way,35,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2319,Just don't,36,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2320,Band-aids don't fix bullet holes,48,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2321,You say sorry just for show,49,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2322,"You live like that, you live with ghosts",50,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2323,"If you live like that, you live with ghosts",53,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2324,"If you love like that, blood runs cold!",54,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2325,"'Cause baby, now we've got bad blood, hey!",58,Bad Blood,1989 (Deluxe),2014-01-01,211933,59,0.6459999999999999,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.21599999999998
2326,"He said, ""Let's get out of this town",1,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2327,"Drive out of this city, away from the crowds""",2,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2328,"I thought, ""Heaven can't help me now""",3,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2329,"Nothing lasts forever, but this is gonna take me down",4,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2330,He's so tall and handsome as hell,5,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2331,"He's so bad, but he does it so well",6,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2332,I can see the end as it begins,7,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2333,My one condition is,8,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2334,Say you'll remember me,9,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2335,Standing in a nice dress,10,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2336,"Staring at the sunset, babe",11,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2337,Red lips and rosy cheeks,12,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2338,Say you'll see me again,13,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2339,Even if it's just in your,14,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2340,"Wildest dreams, ah-aah haa",15,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2341,"I said, ""No one has to know what we do""",17,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2342,"His hands are in my hair, his clothes are in my room",18,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2343,And his voice is a familiar sound,19,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2344,"Nothing lasts forever, but this is gettin' good now",20,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2345,And when we've had our very last kiss,23,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2346,"My last request, it is",24,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2347,"Wildest dreams, ah-aah haa (ah-aah haa)",31,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2348,"You'll see me in hindsight, tangled up with you all night",33,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2349,Burnin' it down,34,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2350,"Someday when you leave me, I'd bet these memories",35,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2351,Follow you around,36,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2352,Burning (burning) it (it) down (down),38,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2353,"Someday when you leave me, I'll bet these memories",39,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2354,Follow (follow) you (you) around (around),40,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2355,(Follow you around),41,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2356,Even if it's just pretend,47,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2357,"Even if it's just in your (pretend, just pretend)",53,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2358,"Wildest dreams, ah-aah haa (ah-aah-aah-aah-aah-haa)",54,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2359,"In your wildest dreams, ah-aah haa",55,Wildest Dreams,1989 (Deluxe),2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997
2360,"Uh, uh, uh",1,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2361,"Uh-uh, uh-uh",3,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2362,Stand there like a ghost,4,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2363,"Shaking from the rain, rain",5,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2364,"She'll open up the door and say, ""Are you insane?""",6,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2365,Say it's been a long six months,7,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2366,"And you were too afraid to tell her what you want, want",8,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2367,And that's how it works,9,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2368,That's how you get the girl,10,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2369,"And then you say, I want you for worse or for better",11,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2370,I would wait forever and ever,12,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2371,"Broke your heart, I'll put it back together",13,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2372,"That's how you get the girl, girl (oh-oh, oh-oh)",16,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2373,"That's how you get the girl, girl",18,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2374,"Remind her how it used to be, be, yeah-yeah",19,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2375,"With pictures in frames of kisses on cheeks, cheeks",20,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2376,"Tell her how you must have lost your mind, ooh-ooh",21,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2377,"When you left her all alone and never told her why, why",22,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2378,That's how you lost the girl,24,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2379,And now you say,25,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2380,I want you for worse or for better,26,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2381,I would wait forever and ever (ever and ever),27,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2382,"And you know-oh, oh, oh, oh, oh, oh, oh, oh, oh, oh",35,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
2383,"That I don't want you to go, oh, oh",36,How You Get The Girl,1989 (Deluxe),2014-01-01,247533,60,0.765,0.00364,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,0.545,119.99700000000001
